SKU,EAN,"OLD EAN",stock
KF236644,0760122584610,0760122584610,0
KF236409,0760122584627,0760122584627,10
KF236408,0760122584634,0760122584634,10
KF236407,0760122584641,0760122584641,0
KF236406,0760122584658,0760122584658,2
KF236405,0760122584665,0760122584665,0
KF236404,0760122584672,0760122584672,10
KF236403,0760122584689,0760122584689,9
KF236402,0760122584696,0760122584696,10
KF236401,0760122584702,0760122584702,0
KF236400,0760122584719,0760122584719,8
KF236399,0760122584726,0760122584726,0
KF236398,0760122584733,0760122584733,0
KF236397,0760122584740,0760122584740,0
KF236396,0760122584757,0760122584757,0
KF236395,0760122584764,0760122584764,0
KF236394,0760122584771,0760122584771,10
KF236393,0760122584788,0760122584788,0
KF236392,0760122584795,0760122584795,0
KF236391,0760122584801,0760122584801,5
KF236390,0760122584818,0760122584818,0
KF236389,0760122584825,0760122584825,4
KF236388,0760122584832,0760122584832,5
KF236387,0760122584849,0760122584849,3
KF236386,0760122584856,0760122584856,6
KF236385,0760122584863,0760122584863,3
KF236384,0760122584870,0760122584870,10
KF236383,0760122584887,0760122584887,8
KF236382,0760122584894,0760122584894,8
KF236381,0760122584900,0760122584900,5
KF236380,0760122584917,0760122584917,5
KF236379,0760122584924,0760122584924,0
KF236711,0760122584931,0760122584931,0
KF236643,0760122584948,0760122584948,10
KF236642,0760122584955,0760122584955,0
KF236378,0760122584962,0760122584962,4
KF236377,0760122584979,0760122584979,0
KF236376,0760122584986,0760122584986,0
KF236375,0760122584993,0760122584993,0
KF236374,0760122585006,0760122585006,0
KF236373,0760122585013,0760122585013,0
KF236372,0760122585020,0760122585020,0
KF236371,0760122585037,0760122585037,4
KF236370,0760122585044,0760122585044,0
KF236369,0760122585051,0760122585051,10
KF236368,0760122585068,0760122585068,10
KF236367,0760122585075,0760122585075,0
KF236366,0760122585082,0760122585082,0
KF236365,0760122585099,0760122585099,0
KF236364,0760122585105,0760122585105,0
KF236363,0760122585112,0760122585112,10
KF236362,0760122585129,0760122585129,0
KF236361,0760122585136,0760122585136,10
KF236360,0760122585143,0760122585143,10
KF236359,0760122585150,0760122585150,9
KF236358,0760122585167,0760122585167,3
KF236357,0760122585174,0760122585174,0
KF236356,0760122585181,0760122585181,10
KF236355,0760122585198,0760122585198,0
KF236354,0760122585204,0760122585204,10
KF236353,0760122585211,0760122585211,10
KF236352,0760122585228,0760122585228,6
KF236351,0760122585235,0760122585235,10
KF236350,0760122585242,0760122585242,10
KF236349,0760122585259,0760122585259,0
KF236348,0760122585266,0760122585266,2
KF236710,0760122585273,0760122585273,0
KF236641,0760122585280,0760122585280,3
KF236640,0760122585297,0760122585297,0
KF236347,0760122585303,0760122585303,10
KF236346,0760122585310,0760122585310,10
KF236345,0760122585327,0760122585327,0
KF236344,0760122585334,0760122585334,0
KF236343,0760122585341,0760122585341,4
KF236342,0760122585358,0760122585358,10
KF236341,0760122585365,0760122585365,5
KF236340,0760122585372,0760122585372,0
KF236339,0760122585389,0760122585389,10
KF236338,0760122585396,0760122585396,5
KF236337,0760122585402,0760122585402,8
KF236336,0760122585419,0760122585419,3
KF236335,0760122585426,0760122585426,0
KF236334,0760122585433,0760122585433,6
KF236333,0760122585440,0760122585440,7
KF236332,0760122585457,0760122585457,10
KF236331,0760122585464,0760122585464,4
KF235584,0760122585471,0760122585471,8
KF235545,0760122585488,0760122585488,10
KF236632,0760122585495,0760122585495,0
KF235544,0760122585501,0760122585501,10
KF236330,0760122585518,0760122585518,2
KF236329,0760122585525,0760122585525,1
KF236328,0760122585532,0760122585532,10
KF235725,6958444996875,6958444996875,0
KF235724,6958444959306,6958444959306,0
KF235579,6958444912905,6958444912905,0
KF235580,6958444912912,6958444912912,0
KF235581,6958444973692,6958444973692,0
KF235583,6958444972503,6958444972503,10
KF235582,6958444973715,6958444973715,10
KF236102,6902048221963,6902048221963,10
KF236101,6902048221994,6902048221994,0
KF236100,6902048221185,6902048221185,3
KF236099,6902048221215,6902048221215,10
KF235576,6902048214811,6902048214811,0
KF236126,6902048215269,6902048215269,0
KF236125,6902048215276,6902048215276,10
KF236124,6902048215283,6902048215283,5
KF236123,6902048215023,6902048215023,3
KF236122,6902048215030,6902048215030,0
KF236121,6902048215047,6902048215047,0
KF236120,6902048222243,6902048222243,10
KF236119,6902048222250,6902048222250,8
KF236118,6902048222267,6902048222267,0
KF236117,6902048222274,6902048222274,0
KF236116,6902048222281,6902048222281,10
KF236115,6902048222298,6902048222298,10
KF235577,6902048221475,6902048221475,10
KF235578,6902048221505,6902048221505,10
KF235552,840173705247,840173705247,0
KF235551,840173705216,840173705216,10
KF235550,840173705391,840173705391,10
KF235652,815373028649,815373028649,5
KF235568,842978127538,842978127538,0
KF235549,840173705278,840173705278,10
KF235575,842978139487,842978139487,0
KF235548,840173705360,840173705360,0
KF235547,840173705230,840173705230,10
KF235546,840173704325,840173704325,5
KF235567,842978155647,842978155647,0
KF235566,842978149905,842978149905,9
KF235553,842978180694,842978180694,7
KF235651,840173705223,840173705223,0
KF235555,840173705322,840173705322,10
KF235650,840173705407,840173705407,10
KF235565,842978139432,842978139432,0
KF235554,842978148472,842978148472,5
KF235564,842978135052,842978135052,0
KF235563,842978155005,842978155005,0
KF235562,842978155623,842978155623,3
KF235561,842978146676,842978146676,0
KF235560,842978169682,842978169682,2
KF235559,840173705384,840173705384,10
KF235558,842978169118,842978169118,0
KF235557,840173704394,840173704394,9
KF235649,842978135083,842978135083,10
KF235574,842978135335,842978135335,8
KF235573,842978158907,842978158907,10
KF235572,842978154930,842978154930,0
KF235571,842978134864,842978134864,9
KF235570,842978155326,842978155326,0
KF235569,842978155760,842978155760,0
KF235648,815373025877,815373025877,1
KF235556,842978167473,842978167473,10
KF235654,0760122585549,0760122585549,10
KF235723,0760122585556,0760122585556,10
KF235655,0760122585563,0760122585563,10
KF235656,0760122585570,0760122585570,10
KF235657,0760122585587,0760122585587,10
KF235658,0760122585594,0760122585594,10
KF235722,0760122585600,0760122585600,7
KF235721,0760122585617,0760122585617,0
KF236177,0760122585624,0760122585624,10
KF236176,0760122585631,0760122585631,10
KF236175,0760122585648,0760122585648,9
KF236174,0760122585655,0760122585655,10
KF236173,0760122585662,0760122585662,10
KF236172,0760122585679,0760122585679,10
KF236171,0760122585686,0760122585686,10
KF236170,0760122585693,0760122585693,0
KF236169,0760122585709,0760122585709,3
KF236168,0760122585716,0760122585716,5
KF236167,0760122585723,0760122585723,0
KF236166,0760122585730,0760122585730,10
KF236165,0760122585747,0760122585747,10
KF236164,0760122585754,0760122585754,10
KF236163,0760122585761,0760122585761,10
KF236162,0760122585778,0760122585778,10
KF236161,0760122585785,0760122585785,10
KF236160,0760122585792,0760122585792,6
KF236159,0760122585808,0760122585808,8
KF236158,0760122585815,0760122585815,10
KF236157,0760122585822,0760122585822,10
KF236156,0760122585839,0760122585839,6
KF236155,0760122585846,0760122585846,0
KF236154,0760122585853,0760122585853,10
KF236153,0760122585860,0760122585860,10
KF236152,0760122585877,0760122585877,10
KF236151,0760122585884,0760122585884,10
KF236150,0760122585891,0760122585891,10
KF236149,0760122585907,0760122585907,0
KF236148,0760122585914,0760122585914,10
KF236147,0760122585921,0760122585921,0
KF236146,0760122585938,0760122585938,7
KF236145,0760122585945,0760122585945,0
KF236144,0760122585952,0760122585952,0
KF236143,0760122585969,0760122585969,0
KF236142,0760122585976,0760122585976,0
KF236141,0760122585983,0760122585983,5
KF236140,0760122585990,0760122585990,9
KF236139,0760122586003,0760122586003,10
KF236138,0760122586010,0760122586010,3
KF236137,0760122586027,0760122586027,10
KF236136,0760122586034,0760122586034,10
KF236135,0760122586041,0760122586041,8
KF236134,0760122586058,0760122586058,6
KF236133,0760122586065,0760122586065,4
KF236132,0760122586072,0760122586072,10
KF236131,0760122586089,0760122586089,0
KF236130,0760122586096,0760122586096,1
KF235587,0760122586102,0760122586102,10
KF235715,843439135789,843439135789,3
KF235714,843439113602,843439113602,10
KF235713,843439132306,843439132306,10
KF235712,843439132344,843439132344,10
KF235711,843439132450,843439132450,2
KF235710,843439134270,843439134270,10
KF235709,843439134324,843439134324,10
KF235708,843439103498,843439103498,0
KF235707,843439130104,843439130104,6
KF235706,843439130036,843439130036,10
KF235705,843439130067,843439130067,8
KF235704,843439136076,843439136076,9
KF235703,843439136137,843439136137,6
KF235702,843439136274,843439136274,10
KF235701,843439106345,843439106345,9
KF235700,843439124776,843439124776,10
KF235699,843439132566,843439132566,10
KF235698,843439132702,843439132702,8
KF235697,843439132849,843439132849,3
KF235805,843439105461,843439105461,10
KF235690,843439135802,843439135802,10
KF235689,843439112933,843439112933,10
KF235688,843439113619,843439113619,4
KF235687,843439112971,843439112971,6
KF235696,843439132412,843439132412,10
KF235695,843439132528,843439132528,10
KF235694,843439135918,843439135918,10
KF235693,843439135956,843439135956,10
KF235692,843439135994,843439135994,0
KF235686,843439134294,843439134294,10
KF235685,843439134355,843439134355,9
KF235684,0843439135833,0843439135833,0
KF235683,0843439135840,0843439135840,0
KF235682,843439113251,843439113251,8
KF236631,0760122586119,0760122586119,9
KF236630,0760122586126,0760122586126,10
KF236629,0760122586133,0760122586133,10
KF236628,0760122586140,0760122586140,0
KF236627,0760122586157,0760122586157,6
KF236503,0760122586164,0760122586164,0
KF236502,0760122586171,0760122586171,4
KF236501,0760122586188,0760122586188,4
KF236500,0760122586195,0760122586195,10
KF236499,0760122586201,0760122586201,0
KF236498,0760122586218,0760122586218,9
KF236497,0760122586225,0760122586225,10
KF236496,0760122586232,0760122586232,10
KF236495,0760122586249,0760122586249,9
KF236494,0760122586256,0760122586256,10
KF236493,0760122586263,0760122586263,9
KF236492,0760122586270,0760122586270,5
KF236491,0760122586287,0760122586287,10
KF236490,0760122586294,0760122586294,10
KF236489,0760122586300,0760122586300,5
KF236488,0760122586317,0760122586317,9
KF236487,0760122586324,0760122586324,6
KF236486,0760122586331,0760122586331,10
KF236485,0760122586348,0760122586348,5
KF236484,0760122586355,0760122586355,2
KF236483,0760122586362,0760122586362,0
KF236482,0760122586379,0760122586379,10
KF236481,0760122586386,0760122586386,10
KF236480,0760122586393,0760122586393,4
KF236479,0760122586409,0760122586409,0
KF236478,0760122586416,0760122586416,0
KF236477,0760122586423,0760122586423,0
KF236476,0760122586430,0760122586430,0
KF236475,0760122586447,0760122586447,0
KF236474,0760122586454,0760122586454,0
KF235810,0760122586461,0760122586461,10
KF235681,0760122586478,0760122586478,0
KF235815,0760122586485,0760122586485,10
KF236626,0760122586492,0760122586492,10
KF235814,0760122586508,0760122586508,0
KF235813,0760122586515,0760122586515,10
KF235812,0760122586522,0760122586522,10
KF235811,0760122586539,0760122586539,10
KF236625,0760122586546,0760122586546,4
KF235691,790304517587,790304517587,10
KF236065,0760122586553,0760122586553,10
KF236064,0760122586560,0760122586560,10
KF236063,0760122586577,0760122586577,10
KF236062,0760122586584,0760122586584,10
KF236061,0760122586591,0760122586591,10
KF236060,0760122586607,0760122586607,10
KF235653,0760122586614,0760122586614,10
KF236059,0760122586621,0760122586621,0
KF236058,0760122586638,0760122586638,7
KF236057,0760122586645,0760122586645,10
KF236056,0760122586652,0760122586652,0
KF236639,0760122586669,0760122586669,10
KF236638,0760122586676,0760122586676,10
KF236606,0760122586683,0760122586683,10
KF236698,0760122586690,0760122586690,10
KF236055,0760122586706,0760122586706,10
KF236054,0760122586713,0760122586713,5
KF236053,0760122586720,0760122586720,10
KF236052,0760122586737,0760122586737,0
KF236051,0760122586744,0760122586744,10
KF235680,0760122586751,0760122586751,10
KF235679,0760122586768,0760122586768,10
KF235678,0760122586775,0760122586775,10
KF235677,0760122586782,0760122586782,10
KF235720,0760122586799,0760122586799,10
KF235676,0760122586805,0760122586805,10
KF235675,0760122586812,0760122586812,10
KF235674,0760122586829,0760122586829,10
KF236637,0760122586836,0760122586836,10
KF236636,0760122586843,0760122586843,10
KF235673,0760122586850,0760122586850,0
KF235672,0760122586867,0760122586867,10
KF235671,0760122586874,0760122586874,10
KF235670,0760122586881,0760122586881,10
KF235669,0760122586898,0760122586898,10
KF235668,0760122586904,0760122586904,10
KF235667,0760122586911,0760122586911,10
KF235666,0760122586928,0760122586928,0
KF235665,0760122586935,0760122586935,0
KF235664,0760122586942,0760122586942,10
KF235663,0760122586959,0760122586959,0
KF236571,0760122586966,0760122586966,10
KF236570,0760122586973,0760122586973,10
KF236569,0760122586980,0760122586980,10
KF235662,0760122586997,0760122586997,0
KF236568,0760122587000,0760122587000,0
KF236567,0760122587017,0760122587017,10
KF236566,0760122587024,0760122587024,10
KF236565,0760122587031,0760122587031,10
KF236564,0760122587048,0760122587048,0
KF236624,0760122587055,0760122587055,10
KF236635,0760122587062,0760122587062,10
KF236563,0760122587079,0760122587079,5
KF236562,0760122587086,0760122587086,10
KF236561,0760122587093,0760122587093,10
KF236560,0760122587109,0760122587109,10
KF236559,0760122587116,0760122587116,0
KF236558,0760122587123,0760122587123,5
KF236557,0760122587130,0760122587130,0
KF236556,0760122587147,0760122587147,0
KF236555,0760122587154,0760122587154,10
KF236554,0760122587161,0760122587161,10
KF236553,0760122587178,0760122587178,10
KF235661,0760122587185,0760122587185,0
KF236552,0760122587192,0760122587192,10
KF236551,0760122587208,0760122587208,10
KF236550,0760122587215,0760122587215,10
KF236549,0760122587222,0760122587222,10
KF236548,0760122587239,0760122587239,10
KF236050,0760122587246,0760122587246,10
KF235660,6971050264671,6971050264671,10
KF235659,6971050264718,6971050264718,10
KF235716,842978126159,842978126159,0
KF235717,5949122025872,5949122025872,4
KF235718,5949122018874,5949122018874,10
KF235719,5949122021263,5949122021263,4
KF235804,0760122587253,0760122587253,10
KF236623,0760122587260,0760122587260,10
KF235803,0760122587277,0760122587277,10
KF235802,0760122587284,0760122587284,0
KF236605,0760122587291,0760122587291,10
KF236697,0760122587307,0760122587307,10
KF235809,0760122587314,0760122587314,10
KF235808,0760122587321,0760122587321,10
KF235807,0760122587338,0760122587338,0
KF235806,0760122587345,0760122587345,1
KF236473,0760122587352,0760122587352,10
KF236472,0760122587369,0760122587369,1
KF236471,0760122587376,0760122587376,0
KF236470,0760122587383,0760122587383,0
KF236469,0760122587390,0760122587390,0
KF236468,0760122587406,0760122587406,10
KF236327,0760122587413,0760122587413,0
KF236326,0760122587420,0760122587420,0
KF236325,0760122587437,0760122587437,7
KF236734,0760122587444,0760122587444,0
KF236733,0760122587451,0760122587451,0
KF236732,0760122587468,0760122587468,0
KF236742,0760122587475,0760122587475,0
KF236741,0760122587482,0760122587482,0
KF236740,0760122587499,0760122587499,1
KF236324,0760122587505,0760122587505,10
KF236323,0760122587512,0760122587512,4
KF236322,0760122587529,0760122587529,10
KF235988,0760122587536,0760122587536,1
KF235987,0760122587543,0760122587543,10
KF235986,0760122587550,0760122587550,4
KF235985,0760122587567,0760122587567,0
KF235984,0760122587574,0760122587574,5
KF235983,0760122587581,0760122587581,8
KF235982,0760122587598,0760122587598,4
KF235981,0760122587604,0760122587604,7
KF235980,0760122587611,0760122587611,7
KF235979,0760122587628,0760122587628,2
KF235978,0760122587635,0760122587635,10
KF235977,0760122587642,0760122587642,7
KF235976,0760122587659,0760122587659,10
KF235975,0760122587666,0760122587666,10
KF235974,0760122587673,0760122587673,0
KF235973,0760122587680,0760122587680,0
KF236435,0760122587697,0760122587697,5
KF236434,0760122587703,0760122587703,7
KF236433,0760122587710,0760122587710,10
KF236432,0760122587727,0760122587727,10
KF236431,0760122587734,0760122587734,10
KF236430,0760122587741,0760122587741,7
KF236429,0760122587758,0760122587758,7
KF236428,0760122587765,0760122587765,10
KF236427,0760122587772,0760122587772,10
KF236604,0760122587789,0760122587789,0
KF236603,0760122587796,0760122587796,0
KF236602,0760122587802,0760122587802,0
KF236467,0760122587819,0760122587819,10
KF236466,0760122587826,0760122587826,10
KF236465,0760122587833,0760122587833,0
KF236464,0760122587840,0760122587840,2
KF236463,0760122587857,0760122587857,0
KF236462,0760122587864,0760122587864,0
KF236726,0760122587871,0760122587871,10
KF236725,0760122587888,0760122587888,10
KF236724,0760122587895,0760122587895,10
KF236723,0760122587901,0760122587901,10
KF236722,0760122587918,0760122587918,0
KF236721,0760122587925,0760122587925,10
KF236461,0760122587932,0760122587932,0
KF236460,0760122587949,0760122587949,0
KF236459,0760122587956,0760122587956,0
KF236458,0760122587963,0760122587963,4
KF236457,0760122587970,0760122587970,6
KF236456,0760122587987,0760122587987,2
KF235972,0760122587994,0760122587994,10
KF235971,0760122588007,0760122588007,10
KF235970,0760122588014,0760122588014,10
KF235969,0760122588021,0760122588021,10
KF235968,0760122588038,0760122588038,1
KF235967,0760122588045,0760122588045,5
KF235966,0760122588052,0760122588052,10
KF235965,0760122588069,0760122588069,10
KF235964,0760122588076,0760122588076,10
KF236622,0760122588083,0760122588083,10
KF236538,0760122588090,0760122588090,0
KF236537,0760122588106,0760122588106,10
KF236536,0760122588113,0760122588113,10
KF236535,0760122588120,0760122588120,10
KF236534,0760122588137,0760122588137,10
KF236533,0760122588144,0760122588144,10
KF236532,0760122588151,0760122588151,10
KF236531,0760122588168,0760122588168,10
KF236530,0760122588175,0760122588175,10
KF236529,0760122588182,0760122588182,10
KF236528,0760122588199,0760122588199,10
KF235963,6958444973326,6958444973326,0
KF235962,6958444973333,6958444973333,10
KF235961,6958444973357,6958444973357,0
KF235960,0760122588205,0760122588205,10
KF235959,0760122588212,0760122588212,10
KF236815,0760122588229,0760122588229,0
KF235958,0760122588236,0760122588236,10
KF235957,0760122588243,0760122588243,10
KF235956,0760122588250,0760122588250,10
KF235955,0760122588267,0760122588267,0
KF235954,0760122588274,0760122588274,10
KF235953,0760122588281,0760122588281,10
KF235952,0760122588298,0760122588298,0
KF235951,0760122588304,0760122588304,10
KF235950,0760122588311,0760122588311,10
KF236816,0760122588328,0760122588328,0
KF235949,0760122588335,0760122588335,10
KF235948,0760122588342,0760122588342,10
KF236720,0760122588359,0760122588359,9
KF236621,0760122588366,0760122588366,10
KF235947,0760122588373,0760122588373,10
KF235946,0760122588380,0760122588380,10
KF236070,6934913056851,6934913056851,0
KF236069,6934913051528,6934913051528,9
KF235945,6934913046241,6934913046241,0
KF236068,6934913046258,6934913046258,10
KF236067,6934913046265,6934913046265,0
KF236572,6934913048443,6934913048443,10
KF236066,6934913048337,6934913048337,0
KF235944,6934913050194,6934913050194,10
KF235943,6934913047002,6934913047002,10
KF235942,6934913061718,6934913061718,0
KF235941,6934913054895,6934913054895,0
KF235940,6934913050927,6934913050927,0
KF236601,6934913049228,6934913049228,0
KF236600,6934913048627,6934913048627,0
KF235939,6934913048641,6934913048641,0
KF235938,0760122588397,0760122588397,2
KF235937,0760122588403,0760122588403,0
KF236761,0760122588410,0760122588410,10
KF236760,0760122588427,0760122588427,10
KF236759,0760122588434,0760122588434,7
KF236758,0760122588441,0760122588441,10
KF236757,0760122588458,0760122588458,9
KF236756,0760122588465,0760122588465,4
KF236755,0760122588472,0760122588472,8
KF236754,0760122588489,0760122588489,10
KF236753,0760122588496,0760122588496,10
KF236752,0760122588502,0760122588502,0
KF236751,0760122588519,0760122588519,10
KF236750,0760122588526,0760122588526,0
KF235936,0760122588533,0760122588533,1
KF235935,0760122588540,0760122588540,10
KF235934,0760122588557,0760122588557,0
KF235933,842978134925,842978134925,10
KF235932,842978175065,842978175065,10
KF235931,842978187075,842978187075,4
KF235930,840173712382,840173712382,0
KF235929,842978134338,842978134338,0
KF235928,840173711637,840173711637,10
KF235927,840173711644,840173711644,2
KF235926,6958444973708,6958444973708,0
KF235925,6958444973227,6958444973227,10
KF235825,6902048171633,6902048171633,4
KF236098,6902048222755,6902048222755,7
KF236097,6902048222762,6902048222762,0
KF236096,6902048222793,6902048222793,8
KF236095,6902048222809,6902048222809,10
KF236094,6902048222830,6902048222830,10
KF236093,6902048222847,6902048222847,9
KF236092,6902048222878,6902048222878,8
KF236091,6902048222885,6902048222885,3
KF236090,6902048223813,6902048223813,10
KF236089,6902048223844,6902048223844,3
KF236088,6902048211872,6902048211872,0
KF236087,6902048215085,6902048215085,0
KF236086,6902048216662,6902048216662,10
KF236085,6902048216112,6902048216112,7
KF236084,6902048216143,6902048216143,3
KF236083,6902048216396,6902048216396,6
KF236082,6902048216426,6902048216426,0
KF236081,6902048228825,6902048228825,10
KF236080,6902048228856,6902048228856,10
KF236620,6902048220706,6902048220706,9
KF235924,6902048220737,6902048220737,0
KF236079,6902048226715,6902048226715,0
KF236078,6902048226746,6902048226746,0
KF236077,6902048223912,6902048223912,10
KF236076,6902048223943,6902048223943,4
KF236075,6902048216464,6902048216464,0
KF236074,6902048216495,6902048216495,0
KF236426,6902048228924,6902048228924,10
KF235923,6902048228948,6902048228948,10
KF235922,6902048228962,6902048228962,10
KF236114,6902048216327,6902048216327,0
KF236113,6902048216334,6902048216334,0
KF236112,6902048216341,6902048216341,7
KF236111,6902048226593,6902048226593,0
KF236110,6902048226616,6902048226616,0
KF236109,6902048226609,6902048226609,10
KF236108,6902048226623,6902048226623,0
KF236107,6902048226692,6902048226692,1
KF236106,6902048226708,6902048226708,6
KF235921,6902048222601,6902048222601,6
KF235920,6902048222618,6902048222618,10
KF235919,6902048222632,6902048222632,10
KF235918,6902048216815,6902048216815,10
KF235917,6902048223790,6902048223790,10
KF235916,6902048223806,6902048223806,10
KF235915,6902048218970,6902048218970,0
KF235914,6902048222526,6902048222526,5
KF235913,6902048222533,6902048222533,10
KF235912,6902048222557,6902048222557,10
KF235911,6902048224070,6902048224070,10
KF235910,6902048223899,6902048223899,10
KF236634,6902048221467,6902048221467,10
KF235909,6934913050484,6934913050484,5
KF235908,6934913046692,6934913046692,0
KF235907,6958444971148,6958444971148,0
KF235906,6949639102959,6949639102959,10
KF235905,6949639105080,6949639105080,9
KF235904,6949639103444,6949639103444,10
KF235903,6949639103345,6949639103345,10
KF235902,6949639102492,6949639102492,0
KF235901,6949639105752,6949639105752,3
KF235900,6949639106001,6949639106001,0
KF236587,0760122588564,0760122588564,10
KF236586,0760122588571,0760122588571,10
KF236585,0760122588588,0760122588588,10
KF236584,0760122588595,0760122588595,10
KF236583,0760122588601,0760122588601,0
KF236582,0760122588618,0760122588618,0
KF236581,0760122588625,0760122588625,10
KF236580,0760122588632,0760122588632,10
KF236579,0760122588649,0760122588649,7
KF236578,0760122588656,0760122588656,10
KF236577,0760122588663,0760122588663,10
KF236576,0760122588670,0760122588670,10
KF235899,0760122588687,0760122588687,0
KF236575,0760122588694,0760122588694,10
KF236619,0760122588700,0760122588700,10
KF235898,0760122588717,0760122588717,10
KF235897,0760122588724,0760122588724,10
KF235896,0760122588731,0760122588731,10
KF235895,0760122588748,0760122588748,10
KF235894,0760122588755,0760122588755,10
KF236618,0760122588762,0760122588762,10
KF235893,0760122588779,0760122588779,10
KF235892,0760122588786,0760122588786,10
KF235891,0760122588793,0760122588793,10
KF235890,0760122588809,0760122588809,10
KF235889,0760122588816,0760122588816,0
KF235888,0760122588823,0760122588823,0
KF235887,0760122588830,0760122588830,10
KF235886,0760122588847,0760122588847,10
KF235885,0760122588854,0760122588854,10
KF235884,0760122588861,0760122588861,10
KF235883,0760122588878,0760122588878,6
KF235882,0760122588885,0760122588885,10
KF235881,0760122588892,0760122588892,10
KF235880,0760122588908,0760122588908,10
KF235879,0760122588915,0760122588915,7
KF235878,0760122588922,0760122588922,6
KF235877,0760122588939,0760122588939,10
KF235876,0760122588946,0760122588946,10
KF235875,0760122588953,0760122588953,2
KF235874,0760122588960,0760122588960,10
KF235873,0760122588977,0760122588977,7
KF235872,0760122588984,0760122588984,2
KF235871,0760122588991,0760122588991,10
KF235870,0760122589004,0760122589004,10
KF235869,0760122589011,0760122589011,4
KF235868,0760122589028,0760122589028,7
KF235867,0760122589035,0760122589035,10
KF235866,0760122589042,0760122589042,10
KF235865,0760122589059,0760122589059,10
KF235864,0760122589066,0760122589066,0
KF235863,0760122589073,0760122589073,10
KF235862,0760122589080,0760122589080,9
KF235861,0760122589097,0760122589097,3
KF235860,0760122589103,0760122589103,0
KF235859,0760122589110,0760122589110,10
KF235858,0760122589127,0760122589127,10
KF235857,0760122589134,0760122589134,10
KF235856,0760122589141,0760122589141,1
KF235855,0760122589158,0760122589158,10
KF235854,0760122589165,0760122589165,10
KF235853,0760122589172,0760122589172,10
KF235852,0760122589189,0760122589189,10
KF236617,0760122589196,0760122589196,0
KF236616,0760122589202,0760122589202,10
KF236615,0760122589219,0760122589219,9
KF236614,0760122589226,0760122589226,6
KF235851,0760122589233,0760122589233,0
KF235850,0760122589240,0760122589240,7
KF235849,0760122589257,0760122589257,4
KF235848,0760122589264,0760122589264,7
KF235847,0760122589271,0760122589271,0
KF235846,0760122589288,0760122589288,10
KF235845,0760122589295,0760122589295,0
KF235844,0760122589301,0760122589301,10
KF236613,0760122589318,0760122589318,5
KF236612,0760122589325,0760122589325,0
KF236611,0760122589332,0760122589332,3
KF236610,0760122589349,0760122589349,3
KF235843,0760122589356,0760122589356,10
KF235842,0760122589363,0760122589363,10
KF236032,0760122589370,0760122589370,10
KF235841,0760122589387,0760122589387,10
KF235840,0760122589394,0760122589394,10
KF235839,0760122589400,0760122589400,10
KF235838,0760122589417,0760122589417,0
KF235837,0760122589424,0760122589424,4
KF235836,0760122589431,0760122589431,10
KF235835,0760122589448,0760122589448,0
KF235834,0760122589455,0760122589455,0
KF235833,0760122589462,0760122589462,10
KF235832,0760122589479,0760122589479,10
KF235831,0760122589486,0760122589486,7
KF235830,0760122589493,0760122589493,5
KF235829,0760122589509,0760122589509,10
KF235828,0760122589516,0760122589516,1
KF235827,0760122589523,0760122589523,10
KF235826,0760122589530,0760122589530,10
KF236031,0760122590000,0760122590000,10
KF236574,6934913046739,6934913046739,10
KF236030,5949122025698,5949122025698,9
KF236029,5949122025667,5949122025667,10
KF236028,8809818845085,8809818845085,6
KF236027,8809818844286,8809818844286,10
KF236026,8809818843456,8809818843456,10
KF236025,8809818842602,8809818842602,10
KF236024,8809818845238,8809818845238,10
KF236023,8809818844521,8809818844521,10
KF236022,8809818843692,8809818843692,10
KF236021,8809818842848,8809818842848,9
KF236020,8809818841308,8809818841308,8
KF236019,8809818841339,8809818841339,10
KF236018,8809818841216,8809818841216,10
KF236017,8809818841247,8809818841247,10
KF236016,8809659043909,8809659043909,10
KF236048,6958444956466,6958444956466,10
KF236450,0760122590543,0760122590543,0
KF236449,0760122590550,0760122590550,0
KF236448,0760122590567,0760122590567,0
KF236817,0760122590574,0760122590574,0
KF236447,0760122590581,0760122590581,0
KF236446,0760122590598,0760122590598,0
KF236445,0760122590604,0760122590604,0
KF236444,0760122590611,0760122590611,0
KF236047,0760122590031,0760122590031,10
KF236749,0760122590680,0760122590680,10
KF236748,0760122590697,0760122590697,0
KF236015,840173704547,840173704547,0
KF236014,842978188386,842978188386,0
KF236013,840173714218,840173714218,6
KF236012,842978179452,842978179452,0
KF236011,840173714126,840173714126,7
KF236010,840173712849,840173712849,10
KF236009,842978172590,842978172590,0
KF236008,842978185576,842978185576,4
KF236007,840173712047,840173712047,8
KF236006,840173714416,840173714416,0
KF236005,840173714386,840173714386,4
KF236004,840173714362,840173714362,10
KF236003,840173714393,840173714393,0
KF236002,840173713846,840173713846,3
KF236001,842978188423,842978188423,0
KF236000,840173714164,840173714164,9
KF235999,840173714089,840173714089,2
KF235998,840173712160,840173712160,6
KF235997,840173712009,840173712009,6
KF235996,840173715062,840173715062,2
KF235995,842978184845,842978184845,4
KF235994,842978186344,842978186344,4
KF235993,840173712108,840173712108,10
KF235992,840173710616,840173710616,0
KF235991,0760122590703,0760122590703,10
KF235990,0760122590710,0760122590710,10
KF235989,0760122590727,0760122590727,10
KF236425,0760122590734,0760122590734,0
KF236424,0760122590741,0760122590741,0
KF236818,0760122590758,0760122590758,0
KF236045,0760122590765,0760122590765,10
KF236044,0760122590772,0760122590772,10
